/modelblob/v-hanchenpei/benchmark_results/SpeechEdit_ablation/emotion_easy_task/vocos/asv_wavlm_large_metrics_asv_dnsmos_sort_asv_sampling_topp_0.2_20260104_checkpoint_5_610000.pt
10.wav	[0.3833209276199341, 0.3268430233001709, 0.31604456901550293, 0.2468717396259308, 0.24252521991729736]	[4.199492454528809, 3.94743275642395, 3.7173845767974854, 3.858513593673706, 3.6722781658172607]
11.wav	[0.3977680206298828, 0.3923548758029938, 0.34080103039741516, 0.3020371198654175, 0.2709336578845978]	[3.966033935546875, 3.946636199951172, 4.016565322875977, 3.8478498458862305, 3.912245035171509]
12.wav	[0.4898839294910431, 0.38303667306900024, 0.33849090337753296, 0.322876513004303, 0.28874653577804565]	[4.044221878051758, 3.9729390144348145, 3.709857940673828, 3.5847363471984863, 4.21691370010376]
13.wav	[0.46074944734573364, 0.41313695907592773, 0.35732781887054443, 0.3447047472000122, 0.3208196759223938]	[4.160468101501465, 4.242072105407715, 4.127695560455322, 4.08259391784668, 4.179365634918213]
14.wav	[0.4941585063934326, 0.34428638219833374, 0.31589317321777344, 0.2950798571109772, 0.2726525664329529]	[3.9990580081939697, 4.109643459320068, 3.7798309326171875, 3.9583823680877686, 3.78372859954834]
15.wav	[0.41326653957366943, 0.3681698143482208, 0.3431057631969452, 0.320845365524292, 0.17685596644878387]	[3.777505397796631, 3.4934475421905518, 3.7857918739318848, 3.8162879943847656, 3.941959857940674]
16.wav	[0.45900535583496094, 0.34088456630706787, 0.3259548842906952, 0.22977273166179657, 0.17771539092063904]	[4.093945026397705, 3.8902034759521484, 3.9286270141601562, 4.023582458496094, 4.212154865264893]
17.wav	[0.3433409333229065, 0.3371444344520569, 0.26512473821640015, 0.24118122458457947, 0.20828303694725037]	[4.101809024810791, 4.0864996910095215, 4.157106876373291, 4.274092197418213, 4.071302890777588]
18.wav	[0.4572524428367615, 0.25541937351226807, 0.22194239497184753, 0.22172996401786804, 0.07987115532159805]	[3.8135147094726562, 4.059769630432129, 3.7083206176757812, 4.024982929229736, 2.940474271774292]
19.wav	[0.3565945625305176, 0.2928777039051056, 0.2729921042919159, 0.19975441694259644, 0.16765931248664856]	[3.876676559448242, 4.020898818969727, 4.2574381828308105, 3.7367465496063232, 4.076796054840088]
20.wav	[0.35184186697006226, 0.3268251419067383, 0.30804604291915894, 0.2879210114479065, 0.16301971673965454]	[4.127031326293945, 4.250895023345947, 4.186424732208252, 4.29486608505249, 4.3251447677612305]
21.wav	[0.4683816730976105, 0.4203941226005554, 0.37763315439224243, 0.30167093873023987, 0.25072240829467773]	[4.102235317230225, 4.201496601104736, 4.258279323577881, 4.26384973526001, 4.172870635986328]
22.wav	[0.5775210857391357, 0.5129642486572266, 0.42973917722702026, 0.3881970942020416, 0.28263288736343384]	[4.338247776031494, 4.191231727600098, 4.308441638946533, 4.34295129776001, 4.277016639709473]
23.wav	[0.4761315584182739, 0.45719683170318604, 0.42826420068740845, 0.41066116094589233, 0.2533589005470276]	[4.091115474700928, 4.1848530769348145, 4.044593811035156, 4.24382209777832, 4.193665981292725]
24.wav	[0.40276679396629333, 0.2704530954360962, 0.2360939085483551, 0.23554278910160065, 0.217085063457489]	[4.222468852996826, 4.188654899597168, 4.217002868652344, 3.890395164489746, 4.116531848907471]
25.wav	[0.3262333869934082, 0.3177860677242279, 0.27759817242622375, 0.24271094799041748, 0.06572127342224121]	[4.127103805541992, 4.2812395095825195, 3.966265916824341, 4.265345096588135, 3.912306547164917]
26.wav	[0.41757476329803467, 0.3850368559360504, 0.32845884561538696, 0.3056349754333496, 0.22062745690345764]	[4.426085472106934, 4.366530895233154, 3.9886937141418457, 3.956908702850342, 3.966900110244751]
27.wav	[0.44641628861427307, 0.4400002956390381, 0.3899000287055969, 0.3387022018432617, 0.1681126356124878]	[4.184021949768066, 4.136797904968262, 4.28439998626709, 4.106135845184326, 3.835268020629883]
28.wav	[0.27305102348327637, 0.18598350882530212, 0.1768265664577484, 0.11459788680076599, 0.07936149835586548]	[3.963383913040161, 3.681513547897339, 3.6963553428649902, 3.995086193084717, 4.113249778747559]
29.wav	[0.38877540826797485, 0.32124626636505127, 0.30314308404922485, 0.16041475534439087, 0.003365548327565193]	[3.992375135421753, 3.9435558319091797, 3.9661996364593506, 3.7827444076538086, 3.951261281967163]
30.wav	[0.3697720766067505, 0.3519970178604126, 0.3473762273788452, 0.33282074332237244, 0.2943388819694519]	[4.278006076812744, 4.363052845001221, 4.270115375518799, 4.2441816329956055, 4.308310031890869]
31.wav	[0.5945345163345337, 0.44157645106315613, 0.4226428270339966, 0.41312503814697266, 0.36172977089881897]	[4.240410327911377, 4.222136497497559, 4.137967109680176, 4.337921619415283, 4.335864543914795]
32.wav	[0.565132200717926, 0.48515236377716064, 0.46926653385162354, 0.4640102982521057, 0.4319998025894165]	[4.365164279937744, 4.251017093658447, 4.267946243286133, 4.270932197570801, 4.232325553894043]
33.wav	[0.3951178789138794, 0.3542015552520752, 0.3176143765449524, 0.2957208752632141, 0.24653665721416473]	[4.284621238708496, 4.056623935699463, 4.111011981964111, 4.127562999725342, 3.9335622787475586]
34.wav	[0.49281972646713257, 0.4144163131713867, 0.3924739360809326, 0.38404056429862976, 0.35521411895751953]	[4.233831882476807, 4.348850727081299, 4.3688249588012695, 4.411791801452637, 4.276120662689209]
35.wav	[0.2851739525794983, 0.27295464277267456, 0.23960471153259277, 0.20220372080802917, 0.1734938621520996]	[4.22019100189209, 4.044137477874756, 4.213156700134277, 4.2259721755981445, 4.105072975158691]
36.wav	[0.4390452802181244, 0.3690629005432129, 0.3429696559906006, 0.3354494869709015, 0.23993141949176788]	[4.318019866943359, 4.288726329803467, 4.370193958282471, 4.387162685394287, 4.312808036804199]
37.wav	[0.4031045436859131, 0.39214563369750977, 0.3358492851257324, 0.21289516985416412, 0.1421407014131546]	[4.194188117980957, 4.4320502281188965, 4.28497314453125, 4.298307418823242, 3.125875949859619]
38.wav	[0.464621901512146, 0.449881374835968, 0.4155811667442322, 0.4150059223175049, 0.3948453962802887]	[4.396004676818848, 4.225696086883545, 4.198803901672363, 4.416080474853516, 4.294961929321289]
39.wav	[0.376844584941864, 0.3379644751548767, 0.29205378890037537, 0.2697945833206177, 0.2095230519771576]	[3.9580020904541016, 3.829050064086914, 4.141517162322998, 3.4797611236572266, 3.8480780124664307]
40.wav	[0.42213231325149536, 0.313346266746521, 0.30356502532958984, 0.27674657106399536, 0.2423904687166214]	[4.1730055809021, 4.343038558959961, 4.322155475616455, 4.242736339569092, 4.306379795074463]
41.wav	[0.3326963186264038, 0.301551878452301, 0.27599194645881653, 0.27517271041870117, 0.2574954628944397]	[4.040867805480957, 4.097200393676758, 3.9987540245056152, 3.996603488922119, 4.139383316040039]
42.wav	[0.36750733852386475, 0.3656919002532959, 0.32141464948654175, 0.3086456060409546, 0.2729570269584656]	[4.288421154022217, 4.03599739074707, 4.348196029663086, 4.245090961456299, 4.302083969116211]
43.wav	[0.4208638668060303, 0.36459967494010925, 0.2790508270263672, 0.26344507932662964, 0.1998521089553833]	[4.023801326751709, 4.247706413269043, 4.236621379852295, 4.331622123718262, 4.226953506469727]
44.wav	[0.3467232286930084, 0.32858604192733765, 0.28998279571533203, 0.266745924949646, 0.22511181235313416]	[4.198593616485596, 4.36500358581543, 4.231722831726074, 4.044113636016846, 4.381112098693848]
45.wav	[0.4097801744937897, 0.35871458053588867, 0.339076429605484, 0.33829808235168457, 0.3089870810508728]	[4.127934455871582, 4.014272689819336, 4.229489326477051, 4.174643039703369, 4.42852258682251]
46.wav	[0.3343738317489624, 0.29887813329696655, 0.2712100148200989, 0.24644634127616882, 0.21403580904006958]	[3.8299615383148193, 4.128971099853516, 3.8958606719970703, 3.9832310676574707, 3.9686405658721924]
47.wav	[0.24995897710323334, 0.22612276673316956, 0.2067159116268158, 0.20426973700523376, 0.11733512580394745]	[4.108916759490967, 4.060532093048096, 3.717679500579834, 3.9486467838287354, 4.287750244140625]
48.wav	[0.33714932203292847, 0.31229984760284424, 0.30262356996536255, 0.271898090839386, 0.1306374967098236]	[4.036869525909424, 4.158064365386963, 4.009624004364014, 4.013443946838379, 4.185859203338623]
49.wav	[0.4017024636268616, 0.4010630249977112, 0.2837209701538086, 0.23673197627067566, 0.20010128617286682]	[4.418721675872803, 4.296783924102783, 4.429628372192383, 4.135094165802002, 4.3186845779418945]
50.wav	[0.39483776688575745, 0.30810844898223877, 0.28143176436424255, 0.26557257771492004, 0.17977815866470337]	[4.282696723937988, 4.271191596984863, 4.264969825744629, 4.162387847900391, 4.302597522735596]
51.wav	[0.3453921973705292, 0.34273049235343933, 0.30358463525772095, 0.2710656225681305, 0.2681131362915039]	[4.336446762084961, 4.2429280281066895, 4.40753698348999, 4.312273979187012, 4.309823036193848]
52.wav	[0.3773441016674042, 0.34580692648887634, 0.3297526240348816, 0.2697185277938843, 0.25557219982147217]	[4.2338995933532715, 4.173275470733643, 4.298312187194824, 4.311045169830322, 4.2671332359313965]
53.wav	[0.4102117419242859, 0.3248704969882965, 0.3020952045917511, 0.3013450801372528, 0.28970634937286377]	[4.239970684051514, 4.395344257354736, 4.219630718231201, 4.164184093475342, 4.179811954498291]
54.wav	[0.38336828351020813, 0.35336875915527344, 0.3093922734260559, 0.2650752663612366, 0.17195942997932434]	[4.20613431930542, 4.172844886779785, 3.9517765045166016, 4.1058573722839355, 4.250596046447754]
55.wav	[0.42040106654167175, 0.38317179679870605, 0.271140992641449, 0.24908503890037537, 0.20656901597976685]	[3.996988296508789, 3.969543933868408, 4.1905059814453125, 3.7092504501342773, 3.887963056564331]
56.wav	[0.32111889123916626, 0.31947797536849976, 0.3135278820991516, 0.26672273874282837, 0.26056650280952454]	[3.8566877841949463, 3.9092605113983154, 4.0681328773498535, 4.166935920715332, 3.931811571121216]
57.wav	[0.3515463173389435, 0.3346441388130188, 0.3274381160736084, 0.307942271232605, 0.2936239540576935]	[3.7177581787109375, 4.481700897216797, 4.119629859924316, 4.165768146514893, 3.931128978729248]
58.wav	[0.34819018840789795, 0.2882562279701233, 0.2841023802757263, 0.2720443606376648, 0.2696797251701355]	[4.117927551269531, 4.047901153564453, 4.061073303222656, 4.118298530578613, 4.106922149658203]
59.wav	[0.36373525857925415, 0.3165307939052582, 0.2555190920829773, 0.24106772243976593, 0.23119202256202698]	[3.800621747970581, 4.075372695922852, 3.936488389968872, 4.088845729827881, 3.8304426670074463]
60.wav	[0.6022583842277527, 0.4616315960884094, 0.46153023838996887, 0.45539426803588867, 0.4407077431678772]	[4.071479797363281, 3.9175140857696533, 3.9547600746154785, 3.8944995403289795, 3.8539061546325684]
61.wav	[0.6040493249893188, 0.5282275080680847, 0.47782102227211, 0.45700815320014954, 0.39471715688705444]	[4.141653537750244, 4.141347885131836, 4.191982746124268, 3.9670989513397217, 3.8498566150665283]
62.wav	[0.5804663896560669, 0.5558132529258728, 0.4687316417694092, 0.45392781496047974, 0.4494588375091553]	[4.039575576782227, 3.9194493293762207, 4.049483299255371, 4.107531547546387, 3.9748857021331787]
63.wav	[0.6412749290466309, 0.5372153520584106, 0.5333114266395569, 0.4780314266681671, 0.462841272354126]	[3.9697036743164062, 3.784470558166504, 4.118758201599121, 4.088523864746094, 4.018728256225586]
64.wav	[0.5743649005889893, 0.5590435862541199, 0.535157322883606, 0.49787768721580505, 0.3515140414237976]	[4.059096336364746, 3.876864194869995, 4.050696849822998, 4.066155433654785, 4.04374361038208]
65.wav	[0.5112665891647339, 0.5004817247390747, 0.4910900294780731, 0.4561992287635803, 0.45155325531959534]	[4.090822696685791, 4.235464572906494, 3.9347872734069824, 3.780669689178467, 4.133708953857422]
66.wav	[0.6223323941230774, 0.5404467582702637, 0.5344968438148499, 0.5205271244049072, 0.4533708691596985]	[4.135116100311279, 3.653127908706665, 3.7656173706054688, 3.700836658477783, 3.837968349456787]
67.wav	[0.5432085990905762, 0.5232374668121338, 0.4618704319000244, 0.41447877883911133, 0.3721684515476227]	[3.937169313430786, 4.050041198730469, 4.155132293701172, 3.72847056388855, 3.98925518989563]
68.wav	[0.51470947265625, 0.5048989057540894, 0.49846938252449036, 0.4563383460044861, 0.43788033723831177]	[3.8239853382110596, 3.8485214710235596, 3.701871156692505, 3.965463876724243, 4.055574417114258]
69.wav	[0.5888934135437012, 0.5011982321739197, 0.4218897521495819, 0.3658352494239807, 0.36104869842529297]	[3.3288872241973877, 3.7838611602783203, 3.1198906898498535, 4.043408393859863, 3.567194700241089]
70.wav	[0.4878779947757721, 0.48434948921203613, 0.47209587693214417, 0.47081515192985535, 0.41368430852890015]	[3.7774393558502197, 3.8939876556396484, 3.5572924613952637, 3.983060121536255, 3.9603517055511475]
71.wav	[0.6785454750061035, 0.6391396522521973, 0.6267383098602295, 0.549217939376831, 0.5326712131500244]	[4.224405765533447, 4.071014404296875, 4.073069095611572, 4.0359206199646, 4.051570892333984]
72.wav	[0.6538617610931396, 0.6268050670623779, 0.6100559830665588, 0.5621886253356934, 0.5047128200531006]	[3.8752431869506836, 3.9721696376800537, 3.947746753692627, 4.034007549285889, 3.5390377044677734]
73.wav	[0.5448935031890869, 0.525418221950531, 0.47225719690322876, 0.4711606800556183, 0.41398289799690247]	[4.041126728057861, 4.190392971038818, 4.253098487854004, 4.059911251068115, 4.091556072235107]
74.wav	[0.6735645532608032, 0.6531721949577332, 0.6368762850761414, 0.6008175611495972, 0.5445931553840637]	[4.039611339569092, 4.0608320236206055, 4.10789155960083, 4.027491569519043, 4.03980827331543]
75.wav	[0.546323835849762, 0.5377289056777954, 0.5181102752685547, 0.4196668863296509, 0.3999517560005188]	[4.100080966949463, 3.982804536819458, 4.118478775024414, 3.703871965408325, 3.926050901412964]
76.wav	[0.5420370697975159, 0.5166771411895752, 0.49905306100845337, 0.49176323413848877, 0.41370993852615356]	[3.785456418991089, 2.9646620750427246, 3.4230079650878906, 3.602224588394165, 3.5682928562164307]
77.wav	[0.614569365978241, 0.5882344841957092, 0.5809454917907715, 0.5784339308738708, 0.5564513206481934]	[3.7791996002197266, 3.93723464012146, 3.668933868408203, 4.005395412445068, 3.8047924041748047]
78.wav	[0.5961521863937378, 0.5716609954833984, 0.5613410472869873, 0.5174221992492676, 0.3517080843448639]	[3.8989741802215576, 3.783080577850342, 3.851788282394409, 3.781710386276245, 4.038878440856934]
79.wav	[0.5716204643249512, 0.5357372760772705, 0.43130365014076233, 0.4229813516139984, 0.38136011362075806]	[3.451418161392212, 3.8575096130371094, 3.7491135597229004, 3.6147854328155518, 3.9001026153564453]
