/modelblob/v-hanchenpei/benchmark_results/SpeechEdit_atten_hybird/emotion_easy_task/vocos/asv_wavlm_large_metrics_asv_dnsmos_sort_asv_sampling_topp_0.5_20251230_checkpoint_3_560000.pt
14.wav	[0.43231111764907837, 0.37620842456817627, 0.35843348503112793, 0.3157850503921509, 0.23308879137039185]	[3.9388632774353027, 4.047917366027832, 3.9650754928588867, 3.873671054840088, 3.8617310523986816]
15.wav	[0.3205825090408325, 0.3116314709186554, 0.20897862315177917, 0.19782303273677826, 0.09841731190681458]	[3.717170000076294, 3.584473133087158, 3.8094780445098877, 3.372285842895508, 3.766998529434204]
16.wav	[0.4163154363632202, 0.38012027740478516, 0.3098644018173218, 0.24473930895328522, 0.22284317016601562]	[3.9586257934570312, 3.8819143772125244, 3.951598644256592, 3.979001998901367, 4.0940985679626465]
17.wav	[0.3927559554576874, 0.3713776767253876, 0.3161885142326355, 0.19472678005695343, -8.745864033699036e-05]	[4.133751392364502, 3.878326654434204, 3.9340765476226807, 3.913577079772949, 3.7963407039642334]
18.wav	[0.44483768939971924, 0.41349801421165466, 0.3531438708305359, 0.34438544511795044, 0.283672958612442]	[3.8863470554351807, 4.128634929656982, 3.807241678237915, 3.956098794937134, 4.028151512145996]
19.wav	[0.38132888078689575, 0.3355299234390259, 0.278062641620636, 0.2653515338897705, 0.2154264897108078]	[3.602114200592041, 3.840467691421509, 3.6531360149383545, 3.8550870418548584, 3.3671391010284424]
20.wav	[0.1387980580329895, 0.09508446604013443, 0.07552522420883179, -0.017958179116249084, -0.04552784562110901]	[4.11414909362793, 3.6029281616210938, 4.164229393005371, 3.772061824798584, 3.8633933067321777]
21.wav	[0.0438268706202507, 0.038537442684173584, 0.007499332539737225, -0.019010081887245178, -0.06604984402656555]	[4.271115779876709, 4.075400352478027, 3.902991771697998, 3.920443534851074, 4.021197319030762]
22.wav	[0.11740393936634064, 0.10173642635345459, 0.082310751080513, 0.05589088425040245, 0.011318735778331757]	[4.07938289642334, 4.044623374938965, 3.9453561305999756, 4.131855010986328, 4.090612411499023]
23.wav	[0.2450311928987503, 0.21474140882492065, 0.139713317155838, 0.04038809984922409, -0.03759271651506424]	[4.099844455718994, 4.162224292755127, 4.073221683502197, 4.06292724609375, 4.211182594299316]
24.wav	[0.24718010425567627, 0.19835035502910614, 0.10189883410930634, -0.0005203336477279663, -0.01731104403734207]	[4.1493754386901855, 4.141944408416748, 4.150373458862305, 3.8362338542938232, 3.262838363647461]
25.wav	[0.2137652337551117, 0.18112976849079132, 0.10231837630271912, 0.06546731293201447, -0.025057103484869003]	[4.047586917877197, 4.149247169494629, 3.870662212371826, 3.7450132369995117, 3.9262869358062744]
26.wav	[0.059968069195747375, 0.05947384238243103, 0.0361846387386322, 0.007903926074504852, -0.01147078350186348]	[4.05722188949585, 4.107275009155273, 4.045933246612549, 3.9958999156951904, 4.034664630889893]
27.wav	[0.2812628746032715, 0.20575132966041565, 0.17381969094276428, -0.006411895155906677, -0.01421668753027916]	[4.087806701660156, 4.2619428634643555, 4.066465854644775, 4.198925018310547, 4.055159568786621]
28.wav	[0.13059082627296448, 0.1181366816163063, 0.08076426386833191, 0.07383744418621063, -0.06980381906032562]	[3.8697099685668945, 3.9421753883361816, 4.352901935577393, 3.6626181602478027, 3.737884283065796]
29.wav	[0.17124781012535095, 0.1370914727449417, 0.05326930060982704, 0.02492579072713852, -0.01269453763961792]	[4.1546502113342285, 2.781834363937378, 4.043854236602783, 3.7985823154449463, 3.795255184173584]
30.wav	[0.15223756432533264, 0.1377827525138855, 0.11137734353542328, 0.10810664296150208, 0.002323457971215248]	[4.03373384475708, 4.143920421600342, 4.118932247161865, 4.108806610107422, 3.811998128890991]
31.wav	[0.26170605421066284, 0.10394419729709625, 0.08479374647140503, 0.023069828748703003, -0.0036928970366716385]	[4.240342617034912, 4.2672319412231445, 4.231216907501221, 4.20445442199707, 4.3124237060546875]
32.wav	[0.14346033334732056, 0.0976203978061676, 0.05744760483503342, 0.029638461768627167, -0.06355725228786469]	[4.183680057525635, 4.268387794494629, 3.9821555614471436, 4.081822872161865, 4.034201622009277]
33.wav	[0.32703107595443726, 0.12160153687000275, 0.07813989371061325, 0.07722872495651245, 0.036133334040641785]	[3.9388344287872314, 4.014759540557861, 3.5400450229644775, 3.7139482498168945, 3.9695584774017334]
34.wav	[0.04244360327720642, 0.04063144698739052, -0.0023436322808265686, -0.010423026978969574, -0.020231151953339577]	[4.059223651885986, 4.040572643280029, 4.005364418029785, 3.8321940898895264, 4.176048755645752]
35.wav	[0.299306720495224, 0.28520461916923523, 0.2609791159629822, 0.21052812039852142, 0.1882314682006836]	[4.1012983322143555, 4.043092250823975, 4.140512943267822, 4.27415657043457, 4.266080379486084]
36.wav	[0.23494791984558105, 0.2227507382631302, 0.20587509870529175, 0.1557157337665558, 0.11012071371078491]	[4.050353050231934, 4.027272701263428, 4.078935623168945, 3.9956111907958984, 4.02827787399292]
37.wav	[0.12206043303012848, 0.11480363458395004, 0.09700194001197815, 0.03702942281961441, -0.019599899649620056]	[4.13931941986084, 4.308717250823975, 4.254379749298096, 4.090012550354004, 4.128996849060059]
38.wav	[0.22366414964199066, 0.2102549970149994, 0.20425009727478027, 0.1443505436182022, 0.086297407746315]	[4.199186325073242, 4.132801532745361, 3.879413604736328, 4.170786380767822, 3.8918159008026123]
39.wav	[0.03785393759608269, 0.0276280976831913, -0.023306354880332947, -0.08782591670751572, -0.11290552467107773]	[3.801135301589966, 3.8201065063476562, 3.679260492324829, 3.6268043518066406, 3.421313524246216]
40.wav	[0.19936996698379517, 0.19927622377872467, 0.17777684330940247, 0.1711302101612091, 0.13471335172653198]	[4.2710957527160645, 4.161371231079102, 4.173569202423096, 4.149507999420166, 4.254535675048828]
41.wav	[0.17624709010124207, 0.15195190906524658, 0.12079092860221863, 0.11178545653820038, 0.06410396099090576]	[3.958637237548828, 3.9881551265716553, 3.8644943237304688, 4.029405117034912, 3.3922386169433594]
42.wav	[0.2812882661819458, 0.25896698236465454, 0.20334729552268982, 0.17546749114990234, 0.1498025357723236]	[4.162935733795166, 4.358467102050781, 4.378302097320557, 4.402683258056641, 4.304255485534668]
43.wav	[0.2855813503265381, 0.12282006442546844, 0.10739453881978989, 0.0815034881234169, 0.07229982316493988]	[4.371772766113281, 3.6906676292419434, 4.200922012329102, 4.056360721588135, 4.072423458099365]
44.wav	[0.24554461240768433, 0.2357936054468155, 0.21028989553451538, 0.16402220726013184, 0.10863158106803894]	[4.103677749633789, 4.2533793449401855, 4.125904560089111, 4.196972370147705, 4.292010307312012]
45.wav	[0.17470191419124603, 0.16635146737098694, 0.12770485877990723, 0.11734006553888321, 0.09314730763435364]	[4.30837345123291, 4.126548767089844, 4.0760369300842285, 4.1509013175964355, 4.192672252655029]
46.wav	[0.12934929132461548, 0.08205299824476242, 0.062276504933834076, 0.05150881037116051, 0.000319918617606163]	[3.935589551925659, 4.003933429718018, 3.8376505374908447, 3.882828712463379, 4.081253528594971]
47.wav	[0.27057433128356934, 0.13276688754558563, 0.1281309574842453, 0.10287630558013916, -0.043358948081731796]	[4.045230388641357, 3.9448344707489014, 4.071131706237793, 4.081148624420166, 4.189958572387695]
48.wav	[0.18133991956710815, 0.14765864610671997, 0.11214117705821991, 0.03523094579577446, -0.06300103664398193]	[3.9113821983337402, 3.8159024715423584, 4.057985782623291, 4.213327884674072, 4.119168281555176]
49.wav	[0.17816153168678284, 0.13751837611198425, 0.13734063506126404, 0.12254049628973007, 0.1104084849357605]	[4.088829517364502, 4.02694845199585, 4.115301609039307, 4.030370235443115, 4.218217372894287]
50.wav	[0.39667609333992004, 0.23182983696460724, 0.165601909160614, 0.1373501867055893, 0.0686858594417572]	[4.242249965667725, 4.293569564819336, 4.133305072784424, 4.158218860626221, 4.267695903778076]
51.wav	[0.28143107891082764, 0.2747676968574524, 0.2404269278049469, 0.22800564765930176, 0.12592348456382751]	[4.307785987854004, 4.173076152801514, 4.267745494842529, 4.2553629875183105, 4.080247402191162]
52.wav	[0.21975424885749817, 0.1985972821712494, 0.17011885344982147, 0.13757061958312988, 0.10172978043556213]	[4.333805084228516, 4.22974967956543, 4.33469295501709, 4.202033042907715, 4.21332311630249]
53.wav	[0.2709606885910034, 0.26893937587738037, 0.2622833549976349, 0.2539439797401428, 0.18435531854629517]	[4.201510906219482, 4.063534736633301, 4.137381076812744, 4.10002326965332, 3.966411828994751]
54.wav	[0.3188019394874573, 0.2408067286014557, 0.23298513889312744, 0.23016318678855896, 0.18674102425575256]	[3.9857726097106934, 4.243443965911865, 3.977766513824463, 3.8606021404266357, 4.0332489013671875]
55.wav	[0.16581441462039948, 0.1190912202000618, 0.1122170090675354, -0.0026976242661476135, -0.03509054705500603]	[3.808070659637451, 3.829334259033203, 3.7247655391693115, 4.152656555175781, 3.999459743499756]
56.wav	[0.22947487235069275, 0.21532893180847168, 0.15702201426029205, 0.01039566844701767, 0.0033358633518218994]	[4.211015701293945, 4.095519542694092, 3.97478985786438, 3.7677671909332275, 3.874591827392578]
57.wav	[0.2950080335140228, 0.27561700344085693, 0.17144924402236938, 0.11675694584846497, -0.01780121400952339]	[4.2201948165893555, 3.9095122814178467, 4.111959934234619, 4.118607997894287, 3.9687421321868896]
58.wav	[0.2799051105976105, 0.27530574798583984, 0.2508125305175781, 0.11730583012104034, 0.10009555518627167]	[3.9573707580566406, 3.530111789703369, 4.045031547546387, 4.13381814956665, 4.0279974937438965]
59.wav	[0.3464992940425873, 0.20639319717884064, 0.1834617257118225, 0.18058845400810242, -0.020454812794923782]	[4.059577465057373, 3.765061855316162, 3.817505359649658, 4.130202293395996, 3.8993172645568848]
60.wav	[0.4381954073905945, 0.36184895038604736, 0.31861791014671326, 0.28617238998413086, 0.17956319451332092]	[4.008449077606201, 3.836596727371216, 3.9321906566619873, 3.9460511207580566, 3.7930474281311035]
61.wav	[0.3429252505302429, 0.2582044005393982, 0.19599786400794983, 0.15732859075069427, 0.08261894434690475]	[3.9361276626586914, 4.029001235961914, 4.1681084632873535, 4.143609046936035, 4.179559230804443]
62.wav	[0.3836629390716553, 0.3133121728897095, 0.2619263231754303, 0.05119043216109276, 0.03504343330860138]	[3.694528818130493, 3.1173810958862305, 4.06580114364624, 4.039800643920898, 4.281396389007568]
63.wav	[0.2034529447555542, 0.1448230743408203, 0.1397329568862915, 0.11861373484134674, 0.06729816645383835]	[4.058505535125732, 3.9203197956085205, 4.075095176696777, 3.926595687866211, 4.158533573150635]
64.wav	[0.3219742178916931, 0.2971183955669403, 0.26837021112442017, 0.23469485342502594, 0.21529620885849]	[3.640627861022949, 3.6946988105773926, 3.458317995071411, 3.8954689502716064, 3.6741926670074463]
65.wav	[0.3949708938598633, 0.2796979546546936, 0.2793999910354614, 0.21141132712364197, 0.20466455817222595]	[3.734829902648926, 3.4016520977020264, 3.4681196212768555, 3.5338706970214844, 3.3918230533599854]
66.wav	[0.39779597520828247, 0.24667274951934814, 0.22393576800823212, 0.2174159288406372, 0.17074397206306458]	[4.109149932861328, 4.251768112182617, 3.87256121635437, 3.8948585987091064, 4.0319061279296875]
67.wav	[0.3360266387462616, 0.2785528004169464, 0.19860433042049408, 0.1851881593465805, 0.18210257589817047]	[3.7777881622314453, 3.8789408206939697, 3.8047797679901123, 3.3668735027313232, 3.8679046630859375]
68.wav	[0.37027406692504883, 0.3627411723136902, 0.35253244638442993, 0.21774321794509888, 0.06366363167762756]	[3.8651199340820312, 3.9272754192352295, 3.8492767810821533, 4.1804986000061035, 4.263378143310547]
69.wav	[0.28513669967651367, 0.1093561053276062, 0.09534106403589249, 0.08950355648994446, 0.08199955523014069]	[3.9328842163085938, 3.6044585704803467, 3.4918103218078613, 3.6213648319244385, 3.2496049404144287]
70.wav	[0.36505717039108276, 0.30762428045272827, 0.30719122290611267, 0.30312007665634155, 0.15501578152179718]	[3.8164613246917725, 3.871114730834961, 4.136847496032715, 4.0209832191467285, 3.9242098331451416]
71.wav	[0.43037149310112, 0.1580953299999237, 0.12364049255847931, 0.07706761360168457, 0.06421196460723877]	[4.034472465515137, 4.256879806518555, 4.265124320983887, 4.233103275299072, 4.085751056671143]
72.wav	[0.4306960105895996, 0.3337095081806183, 0.3330145478248596, 0.15443429350852966, 0.053831230849027634]	[3.8883869647979736, 3.749784231185913, 4.033182144165039, 4.101716041564941, 3.9961700439453125]
73.wav	[0.3412071466445923, 0.3137657940387726, 0.2862890958786011, 0.28627899289131165, 0.2474174052476883]	[3.9771711826324463, 4.201806545257568, 4.0514068603515625, 4.135871887207031, 4.239309787750244]
74.wav	[0.41077882051467896, 0.3971140384674072, 0.2510365843772888, 0.18623125553131104, 0.09148353338241577]	[3.987321138381958, 4.076086044311523, 3.901864767074585, 4.082668781280518, 4.45952844619751]
75.wav	[0.32515373826026917, 0.3081131875514984, 0.23910748958587646, 0.2239234447479248, 0.13015811145305634]	[3.3181474208831787, 3.801999092102051, 4.092284202575684, 3.2221474647521973, 3.8329696655273438]
76.wav	[0.44782620668411255, 0.37526899576187134, 0.3741036057472229, 0.3391447067260742, 0.2520922124385834]	[3.724710464477539, 3.526071548461914, 3.647642135620117, 3.272371292114258, 3.736471176147461]
77.wav	[0.40768641233444214, 0.3032710552215576, 0.2687247395515442, 0.24453678727149963, 0.16643324494361877]	[3.8538920879364014, 3.565751075744629, 3.847118854522705, 3.625670909881592, 4.051939487457275]
78.wav	[0.3594821095466614, 0.31623756885528564, 0.30247247219085693, 0.20848295092582703, 0.17246492207050323]	[3.9243931770324707, 3.9149084091186523, 3.7751080989837646, 3.8856284618377686, 3.946568012237549]
79.wav	[0.29782646894454956, 0.18045735359191895, 0.10585083812475204, 0.10393434762954712, 0.053693756461143494]	[3.707693576812744, 3.5498931407928467, 3.910327911376953, 3.8971786499023438, 3.7894468307495117]
